_id,No.,Type,Line,Station_Code,Station_Name,Passenger_Arrival,Passenger_Departure,Date
6219,6219,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1946,1968,2024-02-17T00:00:00
6220,6220,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,4254,4277,2024-02-17T00:00:00
6221,6221,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4698,4892,2024-02-17T00:00:00
6222,6222,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,8779,9248,2024-02-17T00:00:00
6223,6223,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3557,3509,2024-02-17T00:00:00
6224,6224,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,11451,12143,2024-02-17T00:00:00
6225,6225,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12180,11293,2024-02-18T00:00:00
6226,6226,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6934,6959,2024-02-18T00:00:00
6227,6227,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1599,1513,2024-02-18T00:00:00
6228,6228,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3529,3500,2024-02-18T00:00:00
6229,6229,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3942,4155,2024-02-18T00:00:00
6230,6230,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,7401,7859,2024-02-18T00:00:00
6231,6231,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3375,3036,2024-02-18T00:00:00
6232,6232,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,10047,10692,2024-02-18T00:00:00
6233,6233,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13238,12538,2024-02-19T00:00:00
6234,6234,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10691,9818,2024-02-19T00:00:00
6235,6235,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3952,3976,2024-02-19T00:00:00
6236,6236,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6711,6544,2024-02-19T00:00:00
6237,6237,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6357,6934,2024-02-19T00:00:00
6238,6238,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12729,13610,2024-02-19T00:00:00
6239,6239,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,4004,4052,2024-02-19T00:00:00
6240,6240,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14499,14709,2024-02-19T00:00:00
6241,6241,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13277,12464,2024-02-20T00:00:00
6242,6242,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10649,10480,2024-02-20T00:00:00
6243,6243,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,4126,4095,2024-02-20T00:00:00
6244,6244,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6950,6765,2024-02-20T00:00:00
6245,6245,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6574,6948,2024-02-20T00:00:00
6246,6246,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,13249,13897,2024-02-20T00:00:00
6247,6247,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3992,4225,2024-02-20T00:00:00
6248,6248,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14746,14689,2024-02-20T00:00:00
6249,6249,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13565,12349,2024-02-21T00:00:00
6250,6250,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10594,10519,2024-02-21T00:00:00
6251,6251,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,4077,4103,2024-02-21T00:00:00
6252,6252,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6937,6553,2024-02-21T00:00:00
6253,6253,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6691,6968,2024-02-21T00:00:00
6254,6254,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,13137,13929,2024-02-21T00:00:00
6255,6255,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3866,4050,2024-02-21T00:00:00
6256,6256,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14310,14706,2024-02-21T00:00:00
6257,6257,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,14277,12583,2024-02-22T00:00:00
6258,6258,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10795,10630,2024-02-22T00:00:00
6259,6259,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,4022,3929,2024-02-22T00:00:00
6260,6260,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6805,6458,2024-02-22T00:00:00
6261,6261,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6620,6945,2024-02-22T00:00:00
6262,6262,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,13055,14030,2024-02-22T00:00:00
6263,6263,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3992,4355,2024-02-22T00:00:00
6264,6264,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14535,15171,2024-02-22T00:00:00
6265,6265,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,15628,13434,2024-02-23T00:00:00
6266,6266,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,11389,11153,2024-02-23T00:00:00
6267,6267,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3879,3859,2024-02-23T00:00:00
6268,6268,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6895,6636,2024-02-23T00:00:00
6269,6269,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6591,7100,2024-02-23T00:00:00
6270,6270,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,13564,14490,2024-02-23T00:00:00
6271,6271,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,4240,4475,2024-02-23T00:00:00
6272,6272,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,15498,16537,2024-02-23T00:00:00
6273,6273,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13235,11619,2024-02-24T00:00:00
6274,6274,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,7629,7482,2024-02-24T00:00:00
6275,6275,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1734,1721,2024-02-24T00:00:00
6276,6276,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3994,3960,2024-02-24T00:00:00
6277,6277,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4256,4651,2024-02-24T00:00:00
6278,6278,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,8419,9020,2024-02-24T00:00:00
6279,6279,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3382,3284,2024-02-24T00:00:00
6280,6280,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,10663,11575,2024-02-24T00:00:00
6281,6281,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12112,11096,2024-02-25T00:00:00
6282,6282,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6845,7048,2024-02-25T00:00:00
6283,6283,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1541,1523,2024-02-25T00:00:00
6284,6284,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3535,3489,2024-02-25T00:00:00
6285,6285,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4367,4605,2024-02-25T00:00:00
6286,6286,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,7738,8116,2024-02-25T00:00:00
6287,6287,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3178,2921,2024-02-25T00:00:00
6288,6288,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,9677,10195,2024-02-25T00:00:00
6289,6289,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12890,11365,2024-02-26T00:00:00
6290,6290,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6750,6825,2024-02-26T00:00:00
6291,6291,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1683,1648,2024-02-26T00:00:00
6292,6292,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3649,3685,2024-02-26T00:00:00
6293,6293,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3797,4213,2024-02-26T00:00:00
6294,6294,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,7529,8164,2024-02-26T00:00:00
6295,6295,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3063,2949,2024-02-26T00:00:00
6296,6296,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,9425,9937,2024-02-26T00:00:00
6297,6297,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13684,12173,2024-02-27T00:00:00
6298,6298,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10763,10258,2024-02-27T00:00:00
6299,6299,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,4116,4074,2024-02-27T00:00:00
6300,6300,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6313,6362,2024-02-27T00:00:00
6301,6301,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6447,7032,2024-02-27T00:00:00
6302,6302,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12870,13696,2024-02-27T00:00:00
6303,6303,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3959,4150,2024-02-27T00:00:00
6304,6304,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14371,14778,2024-02-27T00:00:00
6305,6305,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13955,12419,2024-02-28T00:00:00
6306,6306,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10413,10442,2024-02-28T00:00:00
6307,6307,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,4075,3762,2024-02-28T00:00:00
6308,6308,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6417,6239,2024-02-28T00:00:00
6309,6309,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6673,7266,2024-02-28T00:00:00
6310,6310,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12893,13791,2024-02-28T00:00:00
6311,6311,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3881,4097,2024-02-28T00:00:00
6312,6312,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14590,14881,2024-02-28T00:00:00
6313,6313,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,14193,12304,2024-02-29T00:00:00
6314,6314,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10926,10692,2024-02-29T00:00:00
6315,6315,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3949,3815,2024-02-29T00:00:00
6316,6316,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6693,6614,2024-02-29T00:00:00
6317,6317,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6738,7339,2024-02-29T00:00:00
6318,6318,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,13155,14185,2024-02-29T00:00:00
6319,6319,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3898,4165,2024-02-29T00:00:00
6320,6320,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14799,15237,2024-02-29T00:00:00
6321,6321,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,14759,12570,2024-03-01T00:00:00
6322,6322,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,11486,11201,2024-03-01T00:00:00
6323,6323,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,4015,3929,2024-03-01T00:00:00
6324,6324,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6856,6573,2024-03-01T00:00:00
6325,6325,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6971,7500,2024-03-01T00:00:00
6326,6326,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,13481,14561,2024-03-01T00:00:00
6327,6327,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,4003,4400,2024-03-01T00:00:00
6328,6328,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,15475,16312,2024-03-01T00:00:00
6329,6329,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12709,10786,2024-03-02T00:00:00
6330,6330,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,8686,8544,2024-03-02T00:00:00
6331,6331,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,2147,2073,2024-03-02T00:00:00
6332,6332,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,4530,4376,2024-03-02T00:00:00
6333,6333,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4638,4817,2024-03-02T00:00:00
6334,6334,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,9223,10174,2024-03-02T00:00:00
6335,6335,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3405,3591,2024-03-02T00:00:00
6336,6336,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,11292,12269,2024-03-02T00:00:00
6337,6337,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12326,11183,2024-03-03T00:00:00
6338,6338,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,7881,7946,2024-03-03T00:00:00
6339,6339,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1784,1607,2024-03-03T00:00:00
6340,6340,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3836,3836,2024-03-03T00:00:00
6341,6341,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4090,4423,2024-03-03T00:00:00
6342,6342,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,8472,8916,2024-03-03T00:00:00
6343,6343,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3428,3144,2024-03-03T00:00:00
6344,6344,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,10267,11029,2024-03-03T00:00:00
6345,6345,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13452,12289,2024-03-04T00:00:00
6346,6346,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10793,10478,2024-03-04T00:00:00
6347,6347,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3811,3780,2024-03-04T00:00:00
6348,6348,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6380,6239,2024-03-04T00:00:00
6349,6349,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6319,6680,2024-03-04T00:00:00
6350,6350,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12126,13033,2024-03-04T00:00:00
6351,6351,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3840,3958,2024-03-04T00:00:00
6352,6352,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14414,14678,2024-03-04T00:00:00
6353,6353,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13422,12146,2024-03-05T00:00:00
6354,6354,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10557,10360,2024-03-05T00:00:00
6355,6355,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3954,3762,2024-03-05T00:00:00
6356,6356,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6513,6413,2024-03-05T00:00:00
6357,6357,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6435,6849,2024-03-05T00:00:00
6358,6358,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12192,13245,2024-03-05T00:00:00
6359,6359,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3824,3954,2024-03-05T00:00:00
6360,6360,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14518,14686,2024-03-05T00:00:00
6361,6361,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13579,12052,2024-03-06T00:00:00
6362,6362,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10516,10428,2024-03-06T00:00:00
6363,6363,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3977,3875,2024-03-06T00:00:00
6364,6364,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6423,6206,2024-03-06T00:00:00
6365,6365,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6758,7198,2024-03-06T00:00:00
6366,6366,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12440,13292,2024-03-06T00:00:00
6367,6367,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3589,3889,2024-03-06T00:00:00
6368,6368,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14479,14821,2024-03-06T00:00:00
6369,6369,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13821,11858,2024-03-07T00:00:00
6370,6370,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10313,10123,2024-03-07T00:00:00
6371,6371,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3933,3753,2024-03-07T00:00:00
6372,6372,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6330,6145,2024-03-07T00:00:00
6373,6373,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6465,7028,2024-03-07T00:00:00
6374,6374,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12209,13222,2024-03-07T00:00:00
6375,6375,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3826,4260,2024-03-07T00:00:00
6376,6376,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14163,14671,2024-03-07T00:00:00
6377,6377,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,14638,12059,2024-03-08T00:00:00
6378,6378,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,11085,10779,2024-03-08T00:00:00
6379,6379,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3781,3682,2024-03-08T00:00:00
6380,6380,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6486,6262,2024-03-08T00:00:00
6381,6381,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6610,7099,2024-03-08T00:00:00
6382,6382,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12298,13743,2024-03-08T00:00:00
6383,6383,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,4111,4176,2024-03-08T00:00:00
6384,6384,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14861,16070,2024-03-08T00:00:00
6385,6385,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12766,10559,2024-03-09T00:00:00
6386,6386,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,7670,7851,2024-03-09T00:00:00
6387,6387,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1919,1905,2024-03-09T00:00:00
6388,6388,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,4205,4173,2024-03-09T00:00:00
6389,6389,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4432,4655,2024-03-09T00:00:00
6390,6390,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,8398,9048,2024-03-09T00:00:00
6391,6391,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3403,3454,2024-03-09T00:00:00
6392,6392,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,10767,11915,2024-03-09T00:00:00
6393,6393,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12180,10918,2024-03-10T00:00:00
6394,6394,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,7050,7279,2024-03-10T00:00:00
6395,6395,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1650,1545,2024-03-10T00:00:00
6396,6396,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3623,3756,2024-03-10T00:00:00
6397,6397,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3767,3979,2024-03-10T00:00:00
6398,6398,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,7239,7858,2024-03-10T00:00:00
6399,6399,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3295,3056,2024-03-10T00:00:00
6400,6400,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,10158,10571,2024-03-10T00:00:00
6401,6401,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12830,12022,2024-03-11T00:00:00
6402,6402,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10387,9979,2024-03-11T00:00:00
6403,6403,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3774,3734,2024-03-11T00:00:00
6404,6404,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,6155,6122,2024-03-11T00:00:00
6405,6405,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5972,6331,2024-03-11T00:00:00
6406,6406,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,11987,12529,2024-03-11T00:00:00
6407,6407,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3665,3871,2024-03-11T00:00:00
6408,6408,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,13966,14148,2024-03-11T00:00:00
6409,6409,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12814,11600,2024-03-12T00:00:00
6410,6410,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10359,10027,2024-03-12T00:00:00
6411,6411,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3870,3771,2024-03-12T00:00:00
